price,details,descr,link
$ 8.499.999.999,4 Baños,Local en Venta,https://www.fincaraiz.com.co/local-en-venta/192099675
$ 930.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099677
$ 173.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099753
$ 1.550.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099741
$ 980.000.000,5 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192096235
$ 350.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192099758
$ 1.660.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192099764
$ 931.500.000,2 Ambientes,Oficina en Venta,https://www.fincaraiz.com.co/oficina-en-venta/192099697
$ 380.000.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099735
$ 1.100.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099766
$ 1.100.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096432
$ 1.900.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099395
$ 427.700.000,1 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096517
$ 2.500.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099293
$ 4.000.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099288
$ 670.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192096042
$ 220.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192097663
$ 3.900.000.000,4 Habs.,Casa en Venta,https://www.fincaraiz.com.co/casa-en-venta/192099273
$ 1.390.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099262
$ 360.000.000,4 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099801
$ 300.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099949
$ 483.900.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192099950
$ 575.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094915
$ 567.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094916
$ 550.000.000,3 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094918
$ 410.000.000,2 Habs.,Apartamento en Venta,https://www.fincaraiz.com.co/apartamento-en-venta/192094971
$ 225.000.000,1 Habs.,Apartaestudio en Venta,https://www.fincaraiz.com.co/apartaestudio-en-venta/192095224
